Doc_GUID,Doc_title,Doc_titleCommon
DO-82924337,Applicable Jurisdictional Countercyclical Capital Buffer (CCyB) Ratio for Hong Kong to become effective on 1 January 2018,Applicable Jurisdictional Countercyclical Capital Buffer (CCyB) Ratio for Hong Kong to become effective on 1 January 2018
DO-82928977,Bookkeeping services provided by auditors to audit clients in emergency or other unusual situations,Bookkeeping services provided by auditors to audit clients in emergency or other unusual situations
DO-82933393,Master Circular -Corporate Governance,Master Circular -Corporate Governance
DO-82935400,Home Mortgage Disclosure Act1,Home Mortgage Disclosure Act1
DO-82943119,ASIC Corporations (Asia Region Funds Passport),ASIC Corporations (Asia Region Funds Passport)
DO-82964572,Enhanced competency framework for private wealth management practitioners,Enhanced competency framework for private wealth management practitioners
DO-82965120,Prospectus (directive 2003/71/ec) (amendment) regulations 2018,Prospectus (directive 2003/71/ec) (amendment) regulations 2018
DO-82965929,The Companies House Trading Fund (Revocation) Order 2019,The Companies House Trading Fund (Revocation) Order 2019
DO-82974169,PRA Rulebook for Solvency II Firms - Solvency Capital Requirement - Standard Formula,PRA Rulebook - Solvency Capital Requirement - Standard Formula
DO-82975049,Practice for loans to consumers,Practice for loans to consumers
DO-82978666,PRIIPs and UK Retail Disclosure,PRIIPs and UK Retail Disclosure
DO-82982374,Revised Licensing Booklets: Revised Comptroller’s Licensing Manual Booklets,Revised Licensing Booklets: Revised Comptroller’s Licensing Manual Booklets
DO-82985352,Final Guidelines On the MiFID II/ MiFIR obligations on market data,Final Guidelines On the MiFID II/ MiFIR obligations on market data
DO-82987968,Notice of acquisition of control–voting control of stock,Notice of acquisition of control–voting control of stock
DO-82997232,Code on open-ended fund companies,Code on open-ended fund companies
DO-82998650,Proposed revisions to the consolidated reports of condition and income and certain other regulatory reports,Proposed revisions to the consolidated reports of condition and income and certain other regulatory reports
DO-83003960,Communication No 10 of 1 August 2019,Communication No 10 of 1 August 2019
DO-83017647,Assessment of the appropriateness and adequacy of the service to be provided in the case of usufruct,Assessment of the appropriateness and adequacy of the service to be provided in the case of usufruct
DO-83023661,HKMA Circular 20191209 -  Supervisory Policy Manual (SPM): CR-L-1 Consolidated Supervision of Concentration Risks: BELR Rule 6,HKMA Circular 20191209 -  Supervisory Policy Manual (SPM): CR-L-1 Consolidated Supervision of Concentration Risks: BELR Rule 6
DO-83030052,Guide for whistleblowers,Guide for whistleblowers
DO-83038427,COMMISSION DELEGATED REGULATION (EU) 2017/584 of 14 July 2016supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards specifying organisational requirements of trading venues,COMMISSION DELEGATED REGULATION (EU) 2017/584 of 14 July 2016supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards specifying organisational requirements of trading venues
DO-83039823,Prevention of Money Laundering and Countering the Financing of Terrorism,Prevention of Money Laundering and Countering the Financing of Terrorism
DO-83047085,Supervisory Policy Manual SR-1 Strategic Risk Management,Supervisory Policy Manual SR-1 Strategic Risk Management
DO-83048292,Ministry of finance and public accounts,Ministry of finance and public accounts
DO-83050412,"Commission Delegated Regulation (EU) 2019/979 of 14 March 2019 supplementing Regulation (EU) 2017/1129 of the European Parliament and of the Council with regard to regulatory technical standards on key financial information in the summary of a prospectus, the publication and classification of prospectuses, advertisements for securities, supplements to a prospectus, and the notification portal, and repealing Commission Delegated Regulation (EU) No 382/2014 and Commission Delegated Regulation (EU) 2016/301 (Text with EEA relevance)","Commission Delegated Regulation (EU) 2019/979 of 14 March 2019 supplementing Regulation (EU) 2017/1129 of the European Parliament and of the Council with regard to regulatory technical standards on key financial information in the summary of a prospectus, the publication and classification of prospectuses, advertisements for securities, supplements to a prospectus, and the notification portal, and"
DO-83051003,Instruction No. 2016-I-21 on reporting obligations for system indicators pursuant to article 131(2) of Directive 2013/36/EU (CRD) on the identification of globally systemically important institutions (EISm),Instruction No. 2016-I-21 on reporting obligations for system indicators
DO-83067068,Electronic documents (banks and bank holding companies) regulations sor/2010-239,Electronic documents (banks and bank holding companies) regulations sor/2010-239
DO-83070794,Financial institution letters - fdic regulatory calendar fdic announces official launch of regulatory calendar for community banks,Financial institution letters - fdic regulatory calendar fdic announces official launch of regulatory calendar for community banks
DO-83082284,Finance Act 2003,Finance Act 2003
DO-83084462,US Code Title 44—Public Printing And Documents,US Code Title 44—Public Printing And Documents
DO-83086914,"Law 22/2014, of November 12, which regulates venture capital entities, other closed-end collective investment entities and the management companies of closed-end collective investment entities, and which modifies the Law 35/2003, of November 4, on Collective Investment Institutions.","Law 22/2014, of November 12, which regulates venture capital entities, other closed-end collective investment entities and the management companies of closed-end collective investment entities, and which modifies the Law 35/2003, of November 4, on Collective Investment Institutions."
DO-83090631,Act (1993:931) on Individual Pension Saving,Act (1993:931) on Individual Pension Saving
DO-83095966,Instruction no. 2016-i-07 on the information to be transmitted to the prudential control and resolution authority on the auditors as amended by instructions no. 2018-i-03 dated 5 march 2018 and no. 2018-i-04 dated 7 june 2018,Instruction no. 2016-i-07 on the information to be transmitted to the prudential control and resolution authority on the auditors as amended by instructions no. 2018-i-03 dated 5 march 2018 and no. 2018-i-04 dated 7 june 2018
DO-83102746,Third country trading parties,Third country trading parties
DO-83103760,Regulation on the audit of investment service providers under Section 89 of the Securities Trading Act (ISD - WpDPV),Regulation on the audit of investment service providers under Section 89 of the Securities Trading Act (ISD - WpDPV)
DO-83106237,Country Risk Management,Country Risk Management
DO-83110196,Law on Network and Information Security for Domain Name Systems and Certain Digital Services,Law on Network and Information Security for Domain Name Systems and Certain Digital Services
DO-83114199,International statement: End-to-end encryption and public safety (accessible version),International statement: End-to-end encryption and public safety (accessible version)
DO-83119610,Devalue the Data - Sep-15,Devalue the Data - Sep-15
DO-83120684,Subject: Amendments to the Rules of the Exchange (the “Rules”),Subject: Amendments to the Rules of the Exchange (the “Rules”)
DO-83125151,List of deliverable gilts,List of deliverable gilts
DO-83126589,Swap Dealers and Major Swap Participants.pdf,17 CFR Part 23
DO-83138688,Sub: Monitoring of Foreign Investment limits in listed Indian companies,Sub: Monitoring of Foreign Investment limits in listed Indian companies
DO-83144331,Master Circular on Matters relating to Exchange Traded Derivatives,Master Circular on Matters relating to Exchange Traded Derivatives
DO-83147943,Frauds – Classification and Reporting - RBI 86 /2006; DBS. FrMC. BC. No.6 /23.04.001/2006-07,Frauds – Classification and Reporting - RBI 86 /2006; DBS. FrMC. BC. No.6 /23.04.001/2006-07
DO-83149466,"Nasdaq Futures, Inc. Rulebook - Reference Guides & Alerts - Futures Trader Alerts #2015-13","Nasdaq Futures, Inc. Rulebook - Reference Guides & Alerts - Futures Trader Alerts #2015-13"
DO-83177443,Supervisory insights journalspecial corporate governance edition now available,Supervisory insights journalspecial corporate governance edition now available
DO-83178957,Law on Miscellaneous Measures to Facilitate Debt Mobilization in the Financial Sector,Law on Miscellaneous Measures to Facilitate Debt Mobilization in the Financial Sector
DO-83180517,"For purposes of “charter-flip” regulation (12 c.f.r. § 333.3), fdic defers to ots legal opinion that a savings association must file an application with the ots in order to convert","For purposes of “charter-flip” regulation (12 c.f.r. § 333.3), fdic defers to ots legal opinion that a savings association must file an application with the ots in order to convert"
DO-83193760,ORDER INSTITUTING PROCEEDINGS AND MAKING FINDINGS PURSUANT TO SECTION 15(b)(4) OF THE SECURITIES EXCHANGE ACT OF 1934,
DO-83199827,Investor Money Requirements Guidance,Investor Money Requirements Guidance
DO-83202807,FCA – CP21/3 - Changes to the SCA-RTS and to the guidance in ‘Payment Services and Electronic Money – Our Approach’ and the Perimeter Guidance Manual,FCA – CP21/3 - Changes to the SCA-RTS and to the guidance in ‘Payment Services and Electronic Money – Our Approach’ and the Perimeter Guidance Manual
DO-83203741,"Resolution 2428 (2018) / adopted by the Security Council at its 8310th meeting, on 13 July 2018",
DO-83205668,Guidelines On performance fees in UCITS and certain types of AIFs,Guidelines On performance fees in UCITS and certain types of AIFs
DO-83206261,Housing Finance - Ref. RBI/2004-05/23; Ref.DBOD.(IECS)No.47/03.27.25/2004-2005,Housing Finance - Ref. RBI/2004-05/23; Ref.DBOD.(IECS)No.47/03.27.25/2004-2005
DO-83226591,Guidelines on the management body of market operators and data reporting services providers,Guidelines on the management body of market operators and data reporting services providers
DO-83228703,Listing Guide - Regulated Market on Vienna Stock Exchange – Listing of bonds and structured notes,Listing Guide - Regulated Market on Vienna Stock Exchange – Listing of bonds and structured notes
